x,y,latitude,transparency_m,station_vi,longitude,fid,visit_date,color_id,HELCOM_ID,country,level_2,Name,Open_sea,F2_Name,new_area_k,Shape_Leng,Shape_Area
23.4867,57.0467,57.0467,3.4,96163,23.4867,1437,1996/08/23 09:00:00.000,12,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
23.705,56.9767,56.9767,3,96164,23.705,1438,1996/08/23 10:20:00.000,12,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.7433,56.98,56.98,3.4,96165,23.7433,1439,1996/08/23 11:05:00.000,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,2.2,96180,24.0017,1440,1996/09/18 06:40:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,2.1,96181,23.9833,1441,1996/09/18 07:30:00.000,16,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.25,57.1683,57.1683,2.4,96182,24.25,1442,1996/09/18 09:30:00.000,12,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.3733,57.315,57.315,3.8,96183,24.3733,1443,1996/09/18 11:30:00.000,11,LAT-004,Latvia,Gulf of Riga,"Gulf of Riga stony coast, waterbodies D&F",,"Gulf of Riga stony coast, waterbodies D&F",308.69830546,436367.284109,1064792248.48
24.0833,57.35,57.35,2,96184,24.0833,1444,1996/09/18 13:30:00.000,15,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.6167,57.6167,57.6167,3.6,96185,23.6167,1445,1996/09/18 16:40:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,3.2,96187,23.85,1446,1996/09/19 03:30:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.6667,57.1667,57.1667,3.8,96188,23.6667,1447,1996/09/19 05:30:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.4867,57.0467,57.0467,2.4,96189,23.4867,1448,1996/09/19 07:30:00.000,12,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
23.92,57.025,57.025,2.1,96190,23.92,1449,1996/09/19 09:40:00.000,12,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,2.5,96192,24.0017,1450,1996/10/11 07:30:00.000,11,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,3.1,96193,23.9833,1451,1996/10/11 07:55:00.000,12,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9333,57.1667,57.1667,4.8,96194,23.9333,1452,1996/10/11 08:45:00.000,12,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.85,57.3,57.3,3.7,96195,23.85,1453,1996/10/11 10:15:00.000,11,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0017,57.0833,57.0833,3.1,96197,24.0017,1454,1996/10/30 08:40:00.000,15,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,3.4,96198,23.9833,1455,1996/10/30 09:30:00.000,14,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.25,57.1683,57.1683,3.6,96199,24.25,1456,1996/10/30 11:30:00.000,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.85,57.3,57.3,4.2,96200,23.85,1457,1996/10/30 14:40:00.000,12,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0017,57.0833,57.0833,2.1,202002,24.0017,1458,2002/01/21 11:30:00.000,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.85,57.3,57.3,3.6,202003,23.85,1459,2002/01/21 13:40:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0017,57.0833,57.0833,1,202005,24.0017,1460,2002/02/21 10:10:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.85,57.3,57.3,2.2,202006,23.85,1461,2002/02/21 12:50:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0833,57.35,57.35,2.3,202007,24.0833,1462,2002/02/21 17:20:00.000,9,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.0017,57.0833,57.0833,1.2,202009,24.0017,1463,2002/03/12 15:10:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,1.4,202010,23.9833,1464,2002/03/12 16:00:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9333,57.1667,57.1667,1.6,202011,23.9333,1465,2002/03/12 17:30:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
22.9833,57.5667,57.5667,2.9,202014,22.9833,1466,2002/03/13 06:30:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
22.8167,57.5333,57.5333,2.3,202015,22.8167,1467,2002/03/13 08:00:00.000,13,LAT-003,Latvia,Gulf of Riga,"Gulf of Riga sandy coast, waterbodies C&E",,"Gulf of Riga sandy coast, waterbodies C&E",387.080162999,296440.220511,1327844259.75
22.8833,57.7976,57.7976,2.7,202016,22.8833,1468,2002/03/13 10:20:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.6167,57.6167,57.6167,3.7,202017,23.6167,1469,2002/03/13 14:15:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.1167,57.6,57.6,3.1,202018,24.1167,1470,2002/03/13 17:30:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,2.4,202022,23.85,1471,2002/03/26 12:10:00.000,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,2.2,202023,23.85,1472,2002/03/26 14:40:00.000,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.9333,57.1667,57.1667,2,202024,23.9333,1473,2002/03/26 16:00:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,1.5,202025,23.9833,1474,2002/03/26 17:00:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,1.5,202026,24.0017,1475,2002/03/26 17:30:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0833,57.35,57.35,3.1,202029,24.0833,1476,2002/04/09 12:20:00.000,13,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
23.85,57.3,57.3,2.7,202030,23.85,1477,2002/04/10 07:00:00.000,17,SEA-011,Opensea,Gulf of Riga,Opensea Gulf of Riga,Gulf of Riga,Opensea Gulf of Riga,8674.48923994,954770.496399,30193177349.7
24.097,57.0986,57.0986,3,202031,24.097,1478,2002/04/10 09:45:00.000,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0733,57.0908,57.0908,3,202032,24.0733,1479,2002/04/10 10:30:00.000,13,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0383,57.0867,57.0867,1.6,202033,24.0383,1480,2002/04/10 11:15:00.000,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9683,57.0433,57.0433,2,202034,23.9683,1481,2002/04/10 12:00:00.000,21,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,1.6,202035,24.0017,1482,2002/04/10 13:10:00.000,17,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
24.0017,57.0833,57.0833,1.7,202047,24.0017,1483,2002/04/23 11:30:00.000,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9833,57.1,57.1,1.8,202048,23.9833,1484,2002/04/23 12:20:00.000,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9792,57.0737,57.0737,2.4,202049,23.9792,1485,2002/04/23 13:40:00.000,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
23.9683,57.0433,57.0433,2.1,202050,23.9683,1486,2002/04/23 15:30:00.000,19,LAT-005,Latvia,Gulf of Riga,Gulf of Riga transitional waters,,Gulf of Riga transitional waters,855.811191767,243360.758113,2896144600.07
